Date,Open,High,Low,Close,Adj Close,Volume
2013-02-20,80.660004,80.959999,80.070000,80.110001,66.789742,2046900
2013-02-21,80.080002,80.400002,79.919998,80.379997,67.014839,2422200
2013-02-22,80.680000,81.150002,80.580002,81.010002,67.540070,1773600
2013-02-25,80.989998,81.000000,79.250000,79.250000,66.072731,2491300
2013-02-26,79.419998,80.110001,79.279999,80.040001,66.731354,2062300
2013-02-27,80.110001,80.839996,79.870003,80.779999,67.348343,1385800
2013-02-28,80.610001,81.250000,80.330002,80.419998,67.048180,2160800
2013-03-01,80.160004,80.720001,79.349998,80.690002,67.273277,1843700
2013-03-04,80.650002,80.650002,79.989998,80.519997,67.131523,1501600
2013-03-05,80.790001,82.000000,80.559998,81.459999,67.915260,2079000
2013-03-06,81.610001,81.879997,80.900002,81.070000,67.973969,1277400
2013-03-07,81.110001,81.440002,80.900002,81.199997,68.082947,1141600
2013-03-08,81.680000,82.050003,81.239998,81.650002,68.460266,1396400
2013-03-11,81.580002,81.800003,81.180000,81.750000,68.544098,1311300
2013-03-12,81.559998,81.940002,81.470001,81.739998,68.535713,1234700
2013-03-13,81.769997,82.269997,81.720001,82.120003,68.854340,1424200
2013-03-14,82.239998,82.889999,81.980003,82.360001,69.055557,2082500
2013-03-15,82.639999,83.150002,81.959999,82.279999,68.988503,4755100
2013-03-18,81.860001,83.110001,81.860001,82.529999,69.198090,1996200
2013-03-19,82.739998,83.410004,82.660004,83.190002,69.751526,2018500
2013-03-20,83.599998,84.099998,83.370003,83.839996,70.296471,1941500
2013-03-21,83.529999,84.089996,83.400002,83.750000,70.221001,1846300
2013-03-22,84.370003,84.370003,83.419998,83.690002,70.170715,2379700
2013-03-25,84.029999,84.110001,82.940002,83.370003,69.902428,2229700
2013-03-26,83.639999,84.059998,83.190002,83.360001,69.894028,2034900
2013-03-27,83.099998,83.589996,82.570000,83.370003,69.902428,2005800
2013-03-28,83.430000,84.279999,83.430000,84.190002,70.589958,1312700
2013-04-01,84.370003,84.720001,83.750000,83.949997,70.388725,1306000
2013-04-02,84.099998,84.620003,84.099998,84.410004,70.774391,1200900
2013-04-03,84.639999,84.720001,83.669998,83.720001,70.195900,1674700
2013-04-04,83.919998,84.610001,83.849998,84.339996,70.715721,1366900
2013-04-05,83.779999,84.480003,83.339996,84.410004,70.774391,1912300
2013-04-08,84.379997,84.790001,83.980003,84.730003,71.042725,1121100
2013-04-09,84.970001,85.599998,84.650002,85.269997,71.495468,1401700
2013-04-10,85.290001,85.610001,84.639999,84.809998,71.109779,1626400
2013-04-11,84.989998,86.129997,84.989998,86.059998,72.157860,2246700
2013-04-12,85.910004,86.410004,85.610001,86.260002,72.325539,1180900
2013-04-15,86.199997,86.610001,84.709999,84.709999,71.025940,2303100
2013-04-16,85.080002,86.599998,84.750000,86.550003,72.568726,2238100
2013-04-17,86.059998,86.150002,84.800003,85.070000,71.327789,2145800
2013-04-18,85.430000,85.699997,83.730003,84.099998,70.514481,1913800
2013-04-19,84.330002,84.940002,84.239998,84.809998,71.109779,2164400
2013-04-22,84.800003,85.029999,83.949997,84.580002,70.916969,2775200
2013-04-23,87.410004,89.000000,85.760002,86.349998,72.401016,3445200
2013-04-24,86.360001,86.639999,85.570000,85.860001,71.990189,2033600
2013-04-25,85.949997,86.000000,85.070000,85.269997,71.495468,2137700
2013-04-26,85.220001,85.849998,85.129997,85.150002,71.394882,1652200
2013-04-29,85.199997,85.599998,84.750000,85.480003,71.671555,2124300
2013-04-30,85.260002,85.639999,85.040001,85.410004,71.612862,1675100
2013-05-01,85.459999,85.489998,83.980003,84.099998,70.514481,1821700
2013-05-02,84.110001,84.510002,84.000000,84.419998,70.782791,1348000
2013-05-03,85.050003,85.709999,85.029999,85.410004,71.612862,1659500
2013-05-06,85.370003,85.559998,84.910004,85.309998,71.529030,1558300
2013-05-07,86.220001,86.230003,85.510002,86.019997,72.124313,1181400
2013-05-08,86.120003,87.290001,86.019997,87.279999,73.180779,2590300
2013-05-09,87.279999,87.400002,86.230003,86.459999,72.493248,1651800
2013-05-10,86.559998,86.690002,86.000000,86.489998,72.518417,1134300
2013-05-13,86.309998,86.839996,86.190002,86.500000,72.526779,884600
2013-05-14,86.599998,87.900002,86.500000,87.900002,73.700630,1635300
2013-05-15,87.650002,87.910004,87.029999,87.779999,73.600006,1688200
2013-05-16,87.589996,87.690002,86.620003,86.870003,72.837029,1674900
2013-05-17,87.099998,87.349998,86.050003,86.500000,72.526779,2203700
2013-05-20,86.239998,86.669998,85.430000,85.550003,71.730270,1668200
2013-05-21,85.349998,85.660004,83.160004,83.629997,70.120415,4430000
2013-05-22,83.559998,84.320000,83.269997,83.769997,70.237801,3411800
2013-05-23,83.139999,83.839996,82.760002,83.500000,70.011406,2011200
2013-05-24,82.910004,83.620003,82.589996,83.599998,70.095268,1294900
2013-05-28,84.379997,84.459999,82.739998,83.220001,69.776649,2388900
2013-05-29,82.889999,83.959999,82.629997,83.669998,70.153931,2416300
2013-05-30,83.660004,84.779999,83.660004,84.559998,70.900185,1721800
2013-05-31,84.389999,85.089996,83.720001,83.720001,70.195900,2353600
2013-06-03,83.779999,84.080002,82.959999,83.760002,70.229408,2294900
2013-06-04,83.900002,84.320000,83.430000,83.820000,70.279709,2491200
2013-06-05,83.500000,83.900002,82.199997,82.239998,68.954948,2958400
2013-06-06,81.860001,81.949997,80.629997,81.739998,68.954956,2763500
2013-06-07,82.139999,83.720001,81.500000,83.440002,70.389046,2970800
2013-06-10,83.440002,83.620003,82.519997,83.300003,70.270943,2206000
2013-06-11,82.550003,82.900002,81.879997,82.080002,69.241753,2147200
2013-06-12,82.559998,82.839996,81.440002,81.449997,68.710312,1439200
2013-06-13,81.519997,82.830002,80.910004,82.800003,69.849167,1655100
2013-06-14,82.879997,83.080002,81.970001,82.150002,69.300819,1268900
2013-06-17,82.480003,83.790001,82.480003,83.230003,70.211906,2043600
2013-06-18,83.419998,84.269997,83.410004,84.089996,70.937393,2021700
2013-06-19,83.889999,84.080002,82.279999,82.279999,69.410515,1913800
2013-06-20,81.519997,81.709999,79.680000,79.779999,67.301537,2842600
2013-06-21,80.110001,80.309998,78.570000,79.070000,66.702568,4046600
2013-06-24,78.139999,78.500000,77.379997,77.849998,65.673378,2833300
2013-06-25,78.300003,79.150002,78.199997,78.430000,66.162674,2287200
2013-06-26,78.930000,80.019997,78.900002,79.790001,67.309967,2367600
2013-06-27,80.050003,80.379997,79.809998,80.339996,67.773926,1886400
2013-06-28,80.050003,80.639999,79.489998,79.919998,67.419617,2662700
2013-07-01,80.440002,81.500000,80.440002,81.110001,68.423492,2291300
2013-07-02,81.010002,81.309998,79.519997,79.820000,67.335258,2281900
2013-07-03,79.540001,80.639999,79.349998,80.400002,67.824554,789400
2013-07-05,80.930000,81.349998,80.000000,81.339996,68.617531,1374000
2013-07-08,81.599998,82.309998,81.599998,81.760002,68.971817,1551000
2013-07-09,82.330002,82.570000,81.690002,82.050003,69.216461,1915000
2013-07-10,82.019997,82.080002,81.089996,81.570000,68.811539,1451200
2013-07-11,82.620003,82.860001,82.139999,82.699997,69.764793,1620200
2013-07-12,82.550003,84.239998,82.550003,84.180000,71.013290,2117500
2013-07-15,83.900002,84.180000,83.050003,83.279999,70.254074,2313000
2013-07-16,83.459999,83.760002,82.959999,83.230003,70.211906,1348900
2013-07-17,83.680000,84.129997,83.430000,83.989998,70.853043,1720100
2013-07-18,84.379997,84.699997,84.269997,84.529999,71.308556,2359600
2013-07-19,84.559998,84.800003,84.190002,84.660004,71.418221,1514600
2013-07-22,84.660004,85.529999,84.570000,85.430000,72.067787,1717200
2013-07-23,84.760002,85.080002,82.099998,82.209999,69.351440,5637300
2013-07-24,82.330002,82.830002,81.639999,82.180000,69.326149,2579100
2013-07-25,82.050003,82.949997,81.510002,82.849998,69.891350,2656300
2013-07-26,82.550003,83.599998,82.120003,83.599998,70.524025,2138000
2013-07-29,83.559998,83.599998,82.870003,83.410004,70.363739,2011300
2013-07-30,83.599998,83.930000,82.970001,83.389999,70.346886,2282800
2013-07-31,83.510002,84.150002,83.250000,83.550003,70.481857,2481700
2013-08-01,84.250000,84.769997,84.099998,84.360001,71.165161,1809900
2013-08-02,84.379997,84.379997,83.510002,84.000000,70.861473,1525500
2013-08-05,83.870003,84.000000,83.000000,83.150002,70.144424,1345600
2013-08-06,83.019997,83.239998,82.010002,82.360001,69.477974,1921900
2013-08-07,82.099998,82.230003,81.470001,81.860001,69.056175,1415700
2013-08-08,82.110001,82.709999,81.510002,82.029999,69.199585,1908600
2013-08-09,82.089996,82.180000,81.489998,82.099998,69.258652,1366000
2013-08-12,81.550003,82.540001,81.470001,82.320000,69.444229,1788800
2013-08-13,82.349998,82.430000,81.139999,81.940002,69.123672,2018300
2013-08-14,81.550003,82.419998,81.550003,82.180000,69.326149,1925500
2013-08-15,81.519997,81.919998,80.830002,81.070000,68.389771,1887900
2013-08-16,81.129997,81.800003,81.019997,81.099998,68.415047,1752800
2013-08-19,81.150002,81.190002,80.190002,80.230003,67.681145,1542900
2013-08-20,80.250000,80.709999,80.129997,80.269997,67.714859,1578500
2013-08-21,80.099998,80.099998,79.129997,79.419998,66.997841,2413800
2013-08-22,79.570000,80.690002,79.379997,80.550003,67.951073,1145800
2013-08-23,80.559998,80.599998,79.930000,80.190002,67.647385,1336200
2013-08-26,80.250000,80.559998,79.889999,80.120003,67.588333,1572800
2013-08-27,79.339996,79.989998,79.160004,79.739998,67.267769,2241400
2013-08-28,79.669998,80.269997,79.379997,79.889999,67.394325,1880800
2013-08-29,79.690002,80.750000,79.500000,80.250000,67.698013,1464900
2013-08-30,80.209999,80.250000,79.410004,79.900002,67.402756,1438200
2013-09-03,80.739998,81.300003,80.059998,80.570000,67.967941,1527100
2013-09-04,80.489998,81.320000,80.260002,81.070000,68.389771,1500300
2013-09-05,80.940002,81.099998,80.589996,80.660004,68.043861,1682100
2013-09-06,80.480003,81.050003,79.120003,80.489998,68.323997,1923300
2013-09-09,80.739998,82.309998,80.540001,82.190002,69.767044,2797100
2013-09-10,82.699997,82.849998,81.690002,82.540001,70.064140,2552300
2013-09-11,82.559998,83.879997,82.419998,83.730003,71.074280,2431100
2013-09-12,83.129997,83.599998,82.919998,83.120003,70.556480,1988700
2013-09-13,83.410004,83.910004,83.230003,83.559998,70.929962,1198600
2013-09-16,84.570000,84.980003,84.250000,84.570000,71.787315,2031200
2013-09-17,84.739998,85.120003,84.690002,84.870003,72.041962,1711100
2013-09-18,84.099998,86.000000,84.099998,85.910004,72.924782,2155900
2013-09-19,86.459999,87.529999,86.050003,86.900002,73.765144,2876600
2013-09-20,86.949997,87.419998,86.059998,86.059998,73.052094,5257600
2013-09-23,86.620003,87.199997,86.339996,86.379997,73.323746,2246000
2013-09-24,86.320000,86.760002,85.769997,85.870003,72.890808,2489000
2013-09-25,85.940002,86.449997,85.779999,85.980003,72.984184,1341100
2013-09-26,85.919998,86.440002,85.559998,85.830002,72.856880,1049400
2013-09-27,85.559998,85.650002,85.110001,85.410004,72.500351,1143800
2013-09-30,84.889999,85.150002,84.360001,84.769997,71.957092,1721400
2013-10-01,84.930000,84.980003,84.379997,84.660004,71.863686,1392500
2013-10-02,84.459999,84.480003,83.699997,84.480003,71.710907,2441000
2013-10-03,84.320000,84.349998,83.779999,84.059998,71.354393,1998300
2013-10-04,84.080002,84.739998,83.940002,84.680000,71.880692,1452100
2013-10-07,84.050003,84.500000,83.769997,84.089996,71.379860,1271900
2013-10-08,84.000000,84.169998,82.930000,82.989998,70.446121,1838900
2013-10-09,83.129997,83.199997,82.239998,82.349998,69.902847,1675800
2013-10-10,83.019997,84.300003,83.019997,84.169998,71.447777,2003300
2013-10-11,84.050003,84.779999,83.750000,84.660004,71.863686,1695700
2013-10-14,84.230003,85.279999,84.199997,85.199997,72.322075,1377900
2013-10-15,84.930000,85.080002,84.370003,84.480003,71.710907,1753400
2013-10-16,85.160004,86.290001,85.050003,86.080002,73.069061,2065900
2013-10-17,85.320000,86.120003,84.870003,86.019997,73.018127,1998000
2013-10-18,86.550003,86.760002,86.129997,86.580002,73.493530,2027700
2013-10-21,86.690002,86.930000,86.349998,86.760002,73.646301,1768000
2013-10-22,88.050003,88.050003,86.260002,86.709999,73.603882,3823600
2013-10-23,86.209999,86.449997,85.620003,86.279999,73.238846,1945400
2013-10-24,86.279999,87.339996,86.169998,87.029999,73.875488,1991600
2013-10-25,86.820000,87.150002,86.529999,86.629997,73.535934,1764100
2013-10-28,86.660004,87.459999,86.639999,87.110001,73.943390,1625900
2013-10-29,87.260002,87.500000,86.900002,87.279999,74.087692,1562900
2013-10-30,87.279999,87.489998,86.529999,86.900002,73.765144,1282200
2013-10-31,86.989998,87.089996,86.290001,86.300003,73.255821,1821200
2013-11-01,86.580002,86.599998,86.019997,86.400002,73.340706,1432000
2013-11-04,86.510002,87.099998,86.349998,86.599998,73.510490,1095600
2013-11-05,86.470001,86.930000,86.139999,86.459999,73.391655,1445300
2013-11-06,86.540001,87.599998,86.459999,87.489998,74.265938,1940600
2013-11-07,87.599998,88.029999,87.150002,87.220001,74.036751,2139400
2013-11-08,87.150002,87.830002,87.010002,87.800003,74.529106,1758400
2013-11-11,87.779999,88.309998,87.650002,87.970001,74.673409,1367300
2013-11-12,87.500000,87.860001,86.120003,86.440002,73.374672,2496800
2013-11-13,86.239998,87.519997,86.080002,87.220001,74.036751,2081900
2013-11-14,87.559998,88.279999,87.290001,88.250000,74.911087,1585900
2013-11-15,88.220001,88.870003,88.070000,88.669998,75.267593,1764700
2013-11-18,88.879997,88.930000,88.070000,88.180000,74.851677,1676800
2013-11-19,88.209999,88.440002,87.900002,88.089996,74.775276,1274100
2013-11-20,88.059998,88.449997,87.690002,87.930000,74.639458,1755400
2013-11-21,88.180000,89.419998,88.000000,89.220001,75.734459,1787700
2013-11-22,89.220001,90.589996,89.059998,90.519997,76.837959,1885000
2013-11-25,90.550003,90.989998,90.529999,90.790001,77.067139,2112200
2013-11-26,90.800003,91.230003,90.720001,90.790001,77.067139,2454000
2013-11-27,90.989998,91.430000,90.790001,90.989998,77.236931,1902200
2013-11-29,91.209999,91.680000,90.739998,90.739998,77.024719,917100
2013-12-02,90.260002,90.400002,88.870003,89.000000,75.547714,3771100
2013-12-03,88.730003,89.589996,88.430000,89.029999,75.573189,2531800
2013-12-04,88.709999,89.459999,87.889999,88.610001,75.216682,2349600
2013-12-05,88.370003,88.760002,87.839996,87.919998,74.630959,2334300
2013-12-06,88.180000,89.419998,88.180000,89.010002,75.988358,1831200
2013-12-09,89.050003,89.279999,88.330002,88.449997,75.510284,2539400
2013-12-10,88.089996,88.830002,88.029999,88.440002,75.501740,1931100
2013-12-11,88.419998,88.720001,87.040001,87.099998,74.357773,2179900
2013-12-12,87.120003,87.370003,86.500000,86.629997,73.956528,1889300
2013-12-13,86.559998,86.790001,86.290001,86.489998,73.837013,1568300
2013-12-16,86.989998,87.360001,86.650002,87.050003,74.315094,2367800
2013-12-17,86.769997,87.000000,86.260002,86.570000,73.905296,1852300
2013-12-18,86.959999,88.150002,86.620003,88.139999,75.245628,2928000
2013-12-19,87.790001,88.930000,87.790001,88.790001,75.800552,2140300
2013-12-20,88.669998,89.639999,88.620003,89.180000,76.133499,3911300
2013-12-23,89.910004,89.910004,89.010002,89.160004,76.116386,1277100
2013-12-24,89.110001,89.550003,89.010002,89.489998,76.398125,512800
2013-12-26,89.889999,90.160004,89.379997,90.010002,76.842064,938600
2013-12-27,90.010002,90.209999,89.449997,89.849998,76.705467,758200
2013-12-30,90.040001,90.529999,89.860001,90.279999,77.072563,1267900
2013-12-31,90.339996,90.739998,90.220001,90.540001,77.294518,1107700
2014-01-02,90.510002,90.660004,88.970001,89.330002,76.261536,1543900
2014-01-03,89.300003,89.669998,88.879997,89.160004,76.116386,1448600
2014-01-06,89.720001,89.900002,88.769997,88.919998,75.911514,1763600
2014-01-07,89.059998,89.169998,88.070000,88.400002,75.467590,1818300
2014-01-08,88.209999,88.400002,87.230003,87.580002,74.767563,2627700
2014-01-09,87.760002,88.220001,87.169998,87.680000,74.852913,1687200
2014-01-10,88.099998,88.120003,87.080002,87.489998,74.690712,1863000
2014-01-13,87.330002,87.550003,86.269997,86.339996,73.708954,2215800
2014-01-14,86.800003,87.699997,86.800003,87.449997,74.656570,2034200
2014-01-15,87.599998,88.000000,87.320000,87.879997,75.023682,2063900
2014-01-16,87.550003,87.860001,86.910004,87.239998,74.477264,1412100
2014-01-17,87.230003,87.300003,86.419998,86.470001,73.819939,2931500
2014-01-21,86.250000,86.269997,83.660004,85.000000,72.565002,6092100
2014-01-22,84.900002,85.070000,84.349998,84.559998,72.189362,3080900
2014-01-23,83.419998,84.370003,82.919998,83.070000,70.917336,4141800
2014-01-24,82.500000,83.029999,81.610001,81.610001,69.670937,3753600
2014-01-27,81.250000,83.150002,81.220001,82.290001,70.251434,4329300
2014-01-28,82.750000,83.570000,82.599998,83.099998,70.942947,3158700
2014-01-29,82.309998,82.800003,82.010002,82.209999,70.183144,3165200
2014-01-30,82.620003,82.720001,82.160004,82.360001,70.311211,2754500
2014-01-31,81.389999,81.989998,80.879997,81.279999,69.389206,5186100
2014-02-03,81.199997,81.279999,80.050003,80.260002,68.518425,4116300
2014-02-04,80.570000,80.629997,79.889999,80.349998,68.595253,2628500
2014-02-05,80.070000,80.930000,80.019997,80.440002,68.672089,2342400
2014-02-06,80.650002,80.730003,79.949997,80.690002,68.885551,2642800
2014-02-07,81.190002,81.190002,80.230003,80.879997,69.047707,2538100
2014-02-10,81.330002,82.440002,80.650002,82.349998,70.302666,4305000
2014-02-11,82.400002,83.589996,82.209999,83.209999,71.036842,3105600
2014-02-12,82.760002,83.099998,81.879997,82.260002,70.225838,3732900
2014-02-13,81.870003,82.900002,81.559998,82.879997,70.755150,2650700
2014-02-14,82.540001,84.070000,82.540001,84.019997,71.728355,2050800
2014-02-18,84.080002,84.790001,84.070000,84.370003,72.027161,2531500
2014-02-19,84.269997,85.180000,83.980003,84.010002,71.719826,3115900
2014-02-20,84.180000,84.370003,83.370003,83.809998,71.549080,2083500
2014-02-21,83.919998,84.110001,83.370003,83.790001,71.532021,1895300
2014-02-24,83.830002,84.389999,83.400002,83.440002,71.233192,2163200
2014-02-25,83.309998,83.440002,82.550003,83.339996,71.147842,2681900
2014-02-26,83.400002,83.699997,83.010002,83.430000,71.224686,2157100
2014-02-27,83.279999,83.860001,83.099998,83.849998,71.583221,1584900
2014-02-28,83.720001,84.199997,83.489998,83.839996,71.574669,2286700
2014-03-03,83.449997,83.820000,82.599998,83.180000,71.011269,1728600
2014-03-04,84.160004,84.489998,83.809998,84.110001,71.805206,1864900
2014-03-05,84.050003,84.400002,83.620003,84.370003,72.027161,2582700
2014-03-06,83.940002,84.529999,83.750000,84.400002,72.482307,1922100
2014-03-07,84.730003,84.860001,83.709999,83.930000,72.078690,2733700
2014-03-10,83.699997,83.889999,83.339996,83.779999,71.949867,1954400
2014-03-11,84.139999,84.180000,83.339996,83.580002,71.778122,1859000
2014-03-12,83.150002,83.730003,83.000000,83.430000,71.649284,1758500
2014-03-13,83.680000,83.860001,82.510002,82.589996,70.927895,2121000
2014-03-14,82.589996,82.839996,82.320000,82.660004,70.988037,2074400
2014-03-17,83.209999,83.779999,82.800003,83.540001,71.743767,2758600
2014-03-18,83.690002,84.239998,83.360001,83.949997,72.095871,2141100
2014-03-19,83.989998,84.239998,82.809998,83.199997,71.451752,2526500
2014-03-20,82.900002,83.510002,82.510002,83.230003,71.477554,2753400
2014-03-21,83.800003,84.059998,83.320000,83.779999,71.949867,6498300
2014-03-24,83.870003,84.260002,83.639999,83.860001,72.018570,2795100
2014-03-25,84.320000,84.669998,83.959999,84.029999,72.164558,2021900
2014-03-26,84.430000,84.489998,83.419998,83.430000,71.649284,2113300
2014-03-27,83.269997,83.830002,83.220001,83.489998,71.700806,3563800
2014-03-28,83.860001,84.169998,83.440002,83.989998,72.130226,2423300
2014-03-31,84.639999,85.129997,84.519997,85.099998,73.083488,2106600
2014-04-01,85.169998,85.239998,84.160004,84.389999,72.473732,2172800
2014-04-02,84.370003,85.269997,84.220001,84.650002,72.697029,1997500
2014-04-03,84.830002,85.110001,84.449997,84.980003,72.980423,1904600
2014-04-04,85.410004,86.059998,85.139999,85.199997,73.169350,2333100
2014-04-07,85.190002,85.550003,84.930000,85.000000,72.997604,2352500
2014-04-08,84.800003,84.910004,84.449997,84.730003,72.765724,1750800
2014-04-09,84.830002,85.830002,84.669998,85.820000,73.701813,2098700
2014-04-10,85.699997,86.320000,84.919998,84.989998,72.989006,2138900
2014-04-11,84.910004,85.620003,84.860001,85.300003,73.255249,2067000
2014-04-14,85.800003,85.949997,84.839996,85.500000,73.426994,3153000
2014-04-15,84.900002,85.959999,84.900002,85.889999,73.761917,2164600
2014-04-16,86.519997,86.930000,86.120003,86.779999,74.526276,1826700
2014-04-17,87.150002,87.389999,86.400002,86.680000,74.440361,1888600
2014-04-21,86.709999,86.839996,86.059998,86.400002,74.199913,2330000
2014-04-22,86.750000,87.660004,86.010002,86.889999,74.620712,3181900
2014-04-23,86.900002,88.570000,86.730003,88.129997,75.685616,2911100
2014-04-24,88.300003,88.989998,88.300003,88.589996,76.080666,2239600
2014-04-25,88.699997,88.699997,87.989998,88.309998,75.840218,2256200
2014-04-28,88.849998,90.279999,88.790001,89.639999,76.982414,4086900
2014-04-29,90.000000,90.940002,89.889999,90.900002,78.064491,3649300
2014-04-30,90.699997,90.769997,90.029999,90.580002,77.789673,2744500
2014-05-01,90.639999,90.919998,90.250000,90.830002,78.004387,2753600
2014-05-02,90.989998,91.680000,90.839996,91.000000,78.150345,2100100
2014-05-05,90.820000,90.919998,89.930000,90.650002,77.849777,1911400
2014-05-06,90.320000,90.629997,89.809998,89.879997,77.188522,2301000
2014-05-07,90.330002,91.510002,90.330002,91.070000,78.210495,3279200
2014-05-08,90.980003,91.529999,90.910004,91.239998,78.356468,1775400
2014-05-09,91.070000,91.360001,90.739998,91.300003,78.408020,1640400
2014-05-12,92.120003,92.930000,92.029999,92.040001,79.043503,2072600
2014-05-13,92.370003,93.059998,92.220001,92.910004,79.790649,2246800
2014-05-14,93.019997,93.040001,92.440002,92.650002,79.567406,1330600
2014-05-15,92.449997,92.650002,91.910004,92.370003,79.326927,2257200
2014-05-16,92.459999,92.620003,91.620003,92.580002,79.507278,2331000
2014-05-19,92.480003,92.889999,92.139999,92.769997,79.670433,1292200
2014-05-20,92.480003,92.980003,92.320000,92.669998,79.584549,1391800
2014-05-21,93.029999,93.339996,92.570000,92.860001,79.747742,1701900
2014-05-22,92.800003,93.099998,92.599998,93.010002,79.876556,1364300
2014-05-23,93.010002,93.339996,92.410004,92.860001,79.747742,1451200
2014-05-27,93.150002,93.650002,92.980003,93.489998,80.288757,1590800
2014-05-28,93.430000,93.809998,93.269997,93.459999,80.263000,2048200
2014-05-29,93.400002,94.309998,93.400002,94.099998,80.812645,1724200
2014-05-30,94.000000,94.120003,93.370003,93.449997,80.254425,2276700
2014-06-02,93.699997,94.010002,93.650002,93.709999,80.477699,1454800
2014-06-03,93.080002,93.449997,92.870003,93.410004,80.220070,2012100
2014-06-04,93.389999,94.750000,93.129997,94.669998,81.302147,2048300
2014-06-05,94.889999,95.000000,94.239998,94.970001,81.559784,1854800
2014-06-06,94.540001,94.970001,94.290001,94.360001,81.507957,2157500
2014-06-09,94.709999,95.050003,94.550003,94.660004,81.767097,1871000
2014-06-10,94.690002,95.160004,94.650002,95.099998,82.147163,1730400
2014-06-11,94.809998,95.099998,94.599998,94.900002,81.974411,1555600
2014-06-12,94.970001,95.190002,94.570000,95.000000,82.060799,1840500
2014-06-13,94.949997,95.480003,94.820000,95.410004,82.414948,1446500
2014-06-16,95.209999,95.750000,95.199997,95.459999,82.458138,1306200
2014-06-17,94.930000,95.690002,94.570000,95.220001,82.250816,2175700
2014-06-18,95.190002,95.570000,94.910004,95.400002,82.406311,2556600
2014-06-19,95.550003,95.660004,95.010002,95.599998,82.579048,2115900
2014-06-20,95.820000,96.180000,94.559998,94.589996,81.706619,4795700
2014-06-23,94.589996,95.239998,94.589996,94.949997,82.017601,1930300
2014-06-24,94.809998,95.389999,94.529999,94.669998,81.775764,1640200
2014-06-25,94.639999,95.040001,94.349998,94.860001,81.939880,1298200
2014-06-26,94.879997,94.959999,93.610001,94.410004,81.551163,1215500
2014-06-27,94.519997,94.900002,93.589996,93.919998,81.127899,4143600
2014-06-30,94.080002,94.379997,93.650002,94.070000,81.257454,2153900
2014-07-01,94.879997,95.809998,94.739998,95.209999,82.242210,1631100
2014-07-02,94.910004,95.250000,94.430000,94.620003,81.732544,1114500
2014-07-03,94.639999,94.849998,94.349998,94.839996,81.922600,828900
2014-07-07,94.500000,94.769997,94.349998,94.550003,81.672089,1319100
2014-07-08,94.419998,94.580002,93.849998,94.139999,81.317924,2444700
2014-07-09,94.580002,94.769997,94.230003,94.699997,81.801613,1512400
2014-07-10,93.730003,94.379997,93.550003,94.300003,81.456139,1656100
2014-07-11,94.370003,94.739998,94.120003,94.680000,81.784370,1117000
2014-07-14,95.180000,95.830002,95.180000,95.559998,82.544502,1416700
2014-07-15,95.529999,96.029999,95.470001,95.949997,82.881393,1575800
