Date,HD,DIS,MSFT,BA,MMM,PFE,NKE,JNJ,MCD,INTC,XOM,GS,JPM,AXP,V,IBM,UNH,PG,GE,KO,CSCO,CVX,CAT,MRK,WMT,VZ,RTX,TRV,AAPL,ADBE,EBAY,QCOM,HPQ,JNPR,AMD
2012-12-31,61.849998474121094,49.790000915527344,26.709999084472656,75.36000061035156,92.8499984741211,25.079999923706055,25.799999237060547,70.0999984741211,88.20999908447266,20.6200008392334,86.55000305175781,127.55999755859375,43.970001220703125,57.47999954223633,37.89500045776367,191.5500030517578,54.2400016784668,67.88999938964844,20.18269157409668,36.25,19.649999618530273,108.13999938964844,89.61000061035156,40.939998626708984,68.2300033569336,43.27000045776367,51.61107635498047,71.81999969482422,19.006071090698242,37.68000030517578,21.46464729309082,61.86000061035156,6.4713897705078125,19.670000076293945,2.4000000953674316
2013-01-02,63.47999954223633,51.099998474121094,27.6200008392334,77.06999969482422,94.77999877929688,25.90999984741211,25.920000076293945,70.83999633789062,90.12000274658203,21.3799991607666,88.70999908447266,131.66000366210938,44.65999984741211,58.75,38.845001220703125,196.35000610351562,54.540000915527344,69.38999938964844,20.519229888916016,37.599998474121094,20.34000015258789,110.38999938964844,93.5,41.34000015258789,69.23999786376953,44.27000045776367,52.86343765258789,72.86000061035156,19.608213424682617,38.34000015258789,22.55471420288086,64.75,6.821071624755859,20.549999237060547,2.5299999713897705
2013-01-03,63.29999923706055,51.209999084472656,27.25,77.47000122070312,94.66999816894531,25.850000381469727,26.184999465942383,70.73999786376953,90.62999725341797,21.31999969482422,88.55000305175781,130.94000244140625,44.56999969482422,59.0,38.875,195.27000427246094,51.9900016784668,68.94999694824219,20.288461685180664,37.599998474121094,20.450000762939453,109.91999816894531,94.4000015258789,42.33000183105469,68.80000305175781,44.060001373291016,53.058528900146484,73.41999816894531,19.360713958740234,37.75,22.074914932250977,64.44999694824219,6.875567436218262,20.170000076293945,2.490000009536743
2013-01-04,63.18000030517578,52.189998626708984,26.739999771118164,77.69000244140625,95.37000274658203,25.959999084472656,26.440000534057617,71.55000305175781,89.8499984741211,21.15999984741211,88.95999908447266,134.50999450683594,45.36000061035156,59.61000061035156,39.192501068115234,193.99000549316406,52.09000015258789,69.08999633789062,20.384614944458008,37.65999984741211,20.479999542236328,110.5,94.91999816894531,41.970001220703125,69.05999755859375,44.29999923706055,53.48017501831055,74.05999755859375,18.821428298950195,38.130001068115234,22.213804244995117,63.5,6.875567436218262,20.3799991607666,2.5899999141693115
2013-01-07,62.84000015258789,50.970001220703125,26.690000534057617,76.12999725341797,95.48999786376953,25.979999542236328,26.479999542236328,71.4000015258789,90.91000366210938,21.25,87.93000030517578,134.25999450683594,45.40999984741211,59.86000061035156,39.47249984741211,193.13999938964844,52.09000015258789,68.62000274658203,20.31730842590332,37.29999923706055,20.290000915527344,109.75,95.20999908447266,42.119998931884766,68.4000015258789,44.689998626708984,53.22215270996094,73.05999755859375,18.71071434020996,37.939998626708984,22.52104377746582,64.01000213623047,6.889191627502441,20.149999618530273,2.6700000762939453
2013-01-08,63.220001220703125,50.7599983215332,26.549999237060547,74.12999725341797,95.5,26.020000457763672,26.200000762939453,71.41000366210938,90.94000244140625,21.09000015258789,88.4800033569336,133.0500030517578,45.5,60.20000076293945,39.84000015258789,192.8699951171875,51.400001525878906,68.51000213623047,20.096153259277344,37.040000915527344,20.309999465942383,109.26000213623047,94.0,42.18000030517578,68.58999633789062,43.099998474121094,52.580238342285156,73.19000244140625,18.761072158813477,38.13999938964844,22.171716690063477,63.90999984741211,6.989100933074951,19.719999313354492,2.6700000762939453
2013-01-09,63.16999816894531,50.779998779296875,26.700000762939453,76.76000213623047,96.41000366210938,26.469999313354492,26.225000381469727,71.7300033569336,90.80999755859375,21.450000762939453,88.13999938964844,134.32000732421875,45.470001220703125,60.2599983215332,40.4474983215332,192.32000732421875,52.369998931884766,68.87999725341797,20.144229888916016,37.029998779296875,20.299999237060547,109.54000091552734,94.44000244140625,42.59000015258789,68.56999969482422,43.0,53.209564208984375,73.94000244140625,18.467857360839844,38.65999984741211,22.205387115478516,64.87999725341797,7.198001861572266,19.950000762939453,2.630000114440918
2013-01-10,63.619998931884766,50.790000915527344,26.459999084472656,77.08999633789062,96.88999938964844,26.760000228881836,26.274999618530273,72.19000244140625,91.4000015258789,21.799999237060547,89.0999984741211,137.3699951171875,46.150001525878906,60.790000915527344,40.127498626708984,192.8800048828125,53.11000061035156,69.2699966430664,20.355770111083984,36.959999084472656,20.440000534057617,110.47000122070312,95.08000183105469,42.779998779296875,68.36000061035156,43.59000015258789,53.47388458251953,74.44999694824219,18.69678497314453,38.619998931884766,22.306396484375,64.77999877929688,7.393279075622559,20.299999237060547,2.619999885559082
2013-01-11,63.70000076293945,50.58000183105469,26.829999923706055,75.16000366210938,96.27999877929688,26.520000457763672,26.549999237060547,72.3499984741211,91.7300033569336,22.0,89.61000061035156,137.1300048828125,46.13999938964844,61.2400016784668,40.290000915527344,194.4499969482422,52.81999969482422,69.22000122070312,20.31730842590332,36.90999984741211,20.479999542236328,111.7300033569336,95.19000244140625,43.22999954223633,68.62999725341797,43.29999923706055,53.606040954589844,74.8499984741211,18.582143783569336,38.09000015258789,22.601009368896484,64.9000015258789,7.338782787322998,20.65999984741211,2.6700000762939453
2013-01-14,63.47999954223633,50.59000015258789,26.889999389648438,76.55000305175781,97.08000183105469,26.739999771118164,26.594999313354492,72.55999755859375,91.52999877929688,22.0,89.58000183105469,136.1300048828125,45.880001068115234,61.209999084472656,40.162498474121094,192.6199951171875,53.36000061035156,69.62999725341797,20.30769157409668,36.9900016784668,20.969999313354492,112.8499984741211,94.62999725341797,43.34000015258789,68.30000305175781,42.59000015258789,53.99622344970703,74.94999694824219,17.91964340209961,38.15999984741211,22.38215446472168,64.23999786376953,7.697547912597656,20.81999969482422,2.640000104904175
2013-01-15,63.95000076293945,51.09000015258789,27.209999084472656,76.94000244140625,97.29000091552734,26.6200008392334,26.81999969482422,72.37000274658203,91.51000213623047,21.8799991607666,89.52999877929688,135.58999633789062,46.349998474121094,60.7599983215332,40.11249923706055,192.5,53.619998931884766,69.87999725341797,20.384614944458008,37.31999969482422,20.979999542236328,113.44000244140625,95.66999816894531,42.869998931884766,68.9800033569336,41.970001220703125,54.09691619873047,75.55999755859375,17.354286193847656,38.150001525878906,22.100168228149414,64.44000244140625,7.50681209564209,21.010000228881836,2.680000066757202
2013-01-16,63.86000061035156,51.529998779296875,27.040000915527344,74.33999633789062,97.5999984741211,26.610000610351562,26.864999771118164,72.58000183105469,91.0999984741211,22.110000610351562,89.47000122070312,141.08999633789062,46.81999969482422,60.619998931884766,40.04999923706055,192.58999633789062,53.65999984741211,69.33999633789062,20.30769157409668,37.31999969482422,21.030000686645508,113.97000122070312,95.19000244140625,42.540000915527344,69.20999908447266,41.5099983215332,53.851478576660156,75.55000305175781,18.074642181396484,37.880001068115234,22.26430892944336,64.79000091552734,7.815622329711914,20.979999542236328,2.7200000286102295
2013-01-17,65.05000305175781,52.40999984741211,27.25,75.26000213623047,98.08000183105469,26.829999923706055,26.739999771118164,72.9000015258789,91.76000213623047,22.68000030517578,90.19999694824219,141.00999450683594,46.439998626708984,60.7400016784668,39.970001220703125,193.64999389648438,54.400001525878906,69.66999816894531,20.480770111083984,37.5099983215332,20.950000762939453,114.73999786376953,95.69999694824219,42.75,68.8499984741211,42.130001068115234,54.37382125854492,75.9000015258789,17.952857971191406,37.72999954223633,22.7988224029541,65.13999938964844,7.770208835601807,21.280000686645508,2.740000009536743
2013-01-18,65.47000122070312,52.34000015258789,27.25,75.04000091552734,98.73999786376953,26.540000915527344,26.645000457763672,73.2300033569336,92.26000213623047,21.25,90.80000305175781,144.4499969482422,46.459999084472656,59.779998779296875,39.567501068115234,194.47000122070312,54.560001373291016,69.94000244140625,21.19230842590332,37.70000076293945,21.020000457763672,115.23999786376953,97.62000274658203,42.97999954223633,69.19999694824219,42.540000915527344,54.719947814941406,76.30999755859375,17.85714340209961,37.97999954223633,22.815656661987305,64.68000030517578,7.770208835601807,21.489999771118164,2.4600000381469727
2013-01-22,65.75,52.72999954223633,27.149999618530273,74.16000366210938,99.33000183105469,26.68000030517578,26.739999771118164,72.69000244140625,92.94999694824219,21.170000076293945,90.91999816894531,145.9499969482422,46.540000915527344,59.400001525878906,39.76250076293945,196.0800018310547,56.02000045776367,69.94999694824219,21.163461685180664,37.130001068115234,20.8700008392334,115.91000366210938,97.72000122070312,43.20000076293945,69.58000183105469,42.939998626708984,55.04719924926758,77.94999694824219,18.02750015258789,37.95000076293945,22.462121963500977,64.68000030517578,7.833787441253662,21.5,2.450000047683716
2013-01-23,66.45999908447266,53.95000076293945,27.610000610351562,74.29000091552734,99.48999786376953,26.649999618530273,26.545000076293945,72.8499984741211,93.4800033569336,21.110000610351562,90.69999694824219,145.55999755859375,46.22999954223633,58.93000030517578,39.76250076293945,204.72000122070312,55.90999984741211,70.69000244140625,21.096153259277344,37.130001068115234,20.6200008392334,115.01000213623047,96.8499984741211,42.81999969482422,69.48999786376953,42.790000915527344,55.42479705810547,77.63999938964844,18.357500076293945,38.25,22.46632957458496,64.88999938964844,7.724795818328857,21.280000686645508,2.7300000190734863
2013-01-24,67.3499984741211,53.95000076293945,27.6299991607666,75.31999969482422,99.66999816894531,26.850000381469727,26.93000030517578,73.0999984741211,93.30999755859375,20.950000762939453,91.3499984741211,144.9600067138672,46.369998931884766,59.29999923706055,39.88999938964844,204.4199981689453,56.220001220703125,70.41999816894531,21.201923370361328,37.11000061035156,21.020000457763672,115.5,96.5999984741211,43.0,69.79000091552734,42.59000015258789,55.95972442626953,78.08999633789062,16.089284896850586,38.11000061035156,23.22811508178711,64.4000015258789,7.724795818328857,21.5,2.7899999618530273
